CustomerID,Gender,Age,TenureMonths,ContractType,InternetService,PaymentMethod,MonthlyCharges,TotalCharges,SupportCallsLast6M,TechSupport,OnlineSecurity,Region,Churned,ChurnFlag,ChurnRiskScore,RiskSegment
CUST5984,Female,67,51,One year,DSL,Electronic Check,884.57,47052.84,3,No,No,West,No,0,0.284,Low
CUST5985,Male,22,27,Month-to-month,Fiber,UPI Autopay,1306.58,36400.69,2,No,Yes,West,Yes,1,0.655,Medium
CUST5986,Male,65,31,Month-to-month,Fiber,UPI Autopay,1313.74,41008.28,1,Yes,No,North,No,0,0.608,Medium
CUST5987,Female,44,67,Month-to-month,DSL,Credit Card,1809.53,113862.55,5,No,Yes,West,Yes,1,0.602,Medium
CUST5988,Male,19,28,Month-to-month,No Internet,Electronic Check,2684.65,74233.27,1,No,No,Central,No,0,0.745,High
CUST5989,Male,60,1,Two year,Fiber,Credit Card,2618.12,2619.47,2,No,No,South,No,0,0.391,Medium
CUST5990,Male,49,11,Month-to-month,DSL,Electronic Check,2426.07,26391.09,2,No,Yes,North,Yes,1,0.756,High
CUST5991,Female,51,52,Two year,Fiber,Electronic Check,981.67,52060.84,2,No,No,Central,No,0,0.269,Low
CUST5992,Female,22,4,Two year,DSL,Bank Transfer,1402.43,5459.27,1,No,No,East,No,0,0.206,Low
CUST5993,Female,19,17,Month-to-month,DSL,UPI Autopay,1178.44,19116.78,4,No,No,Central,Yes,1,0.717,High
CUST5994,Male,34,64,Month-to-month,Fiber,Electronic Check,2010.26,122461.13,0,No,No,West,Yes,1,0.562,Medium
CUST5995,Male,55,58,Month-to-month,Fiber,Electronic Check,2464.1,129962.39,1,No,No,South,No,0,0.633,Medium
CUST5996,Male,62,65,Month-to-month,Fiber,Electronic Check,1179.47,71010.12,1,Yes,Yes,North,Yes,1,0.58,Medium
CUST5997,Male,24,22,Month-to-month,Fiber,Credit Card,3316.26,70259.4,0,No,No,East,No,0,0.628,Medium
CUST5998,Female,31,56,Month-to-month,Fiber,Electronic Check,692.2,38345.29,5,No,No,East,Yes,1,0.755,High
CUST5999,Female,29,48,Month-to-month,Fiber,Electronic Check,3040.51,132740.49,2,No,No,Central,Yes,1,0.725,High
CUST6000,Female,36,12,Month-to-month,Fiber,Electronic Check,3494.67,43108.2,2,Yes,Yes,Central,Yes,1,0.85,High
CUST6001,Female,22,25,One year,DSL,UPI Autopay,1933.19,46914.57,2,No,No,South,No,0,0.226,Low
CUST6002,Male,29,8,Two year,No Internet,Bank Transfer,1083.97,8888.55,6,No,No,East,Yes,1,0.456,Medium
CUST6003,Female,49,51,Month-to-month,DSL,Bank Transfer,3486.97,170020.73,0,No,Yes,South,Yes,1,0.426,Medium
CUST6004,Female,50,66,Month-to-month,Fiber,Electronic Check,2351.67,146512.14,4,Yes,No,Central,Yes,1,0.752,High
CUST6005,Female,60,13,Two year,Fiber,UPI Autopay,2185.61,27427.53,2,No,No,Central,No,0,0.336,Medium
CUST6006,Male,65,44,One year,Fiber,UPI Autopay,1036.81,45140.24,1,Yes,No,East,No,0,0.196,Low
CUST6007,Male,57,63,Month-to-month,Fiber,Bank Transfer,2714.67,154391.13,3,Yes,No,South,Yes,1,0.626,Medium
CUST6008,Male,33,22,Month-to-month,No Internet,Electronic Check,306.45,6759.17,1,No,No,North,No,0,0.671,High
CUST6009,Male,51,49,One year,No Internet,Bank Transfer,440.79,21132.29,2,No,Yes,South,No,0,0.189,Low
CUST6010,Female,28,3,Month-to-month,No Internet,Credit Card,2221.0,6258.66,0,No,No,North,No,0,0.648,Medium
CUST6011,Female,24,42,Month-to-month,DSL,Credit Card,2718.49,110378.91,3,No,No,West,No,0,0.624,Medium
CUST6012,Female,38,63,One year,No Internet,Electronic Check,1437.95,95002.62,1,Yes,No,Central,No,0,0.229,Low
CUST6013,Female,24,29,One year,Fiber,UPI Autopay,3417.01,89850.59,1,Yes,No,North,No,0,0.263,Low
CUST6014,Female,66,2,Two year,No Internet,Electronic Check,2694.2,5530.26,4,Yes,No,West,No,0,0.622,Medium
CUST6015,Female,26,36,Month-to-month,Fiber,UPI Autopay,1580.41,59523.46,2,No,No,West,No,0,0.636,Medium
CUST6016,Female,63,65,Month-to-month,Fiber,Credit Card,1328.59,87679.62,4,No,No,Central,No,0,0.641,Medium
CUST6017,Male,36,42,Month-to-month,Fiber,Electronic Check,1711.48,73087.37,1,No,No,North,Yes,1,0.65,Medium
CUST6018,Female,61,25,Month-to-month,Fiber,Electronic Check,1887.89,48579.93,2,Yes,No,West,Yes,1,0.796,High
CUST6019,Female,22,50,Two year,DSL,Credit Card,2892.54,145014.76,1,Yes,No,West,No,0,0.15,Low
CUST6020,Female,32,17,Month-to-month,DSL,Bank Transfer,658.67,11220.63,2,Yes,No,East,No,0,0.601,Medium
CUST6021,Male,19,14,Month-to-month,Fiber,Electronic Check,2084.69,30086.2,0,No,No,South,No,0,0.725,High
CUST6022,Female,27,5,Two year,Fiber,UPI Autopay,2139.24,9820.1,4,Yes,No,North,No,0,0.425,Medium
CUST6023,Female,64,47,Month-to-month,Fiber,Credit Card,2827.64,122675.35,2,No,No,East,Yes,1,0.609,Medium
CUST6024,Female,43,25,Month-to-month,DSL,Credit Card,1287.35,29669.33,3,No,No,Central,No,0,0.663,High
CUST6025,Male,50,71,Month-to-month,Fiber,Credit Card,2125.63,156729.37,1,No,No,Central,No,0,0.475,Medium
CUST6026,Male,69,58,Month-to-month,Fiber,Bank Transfer,2905.65,162436.1,1,No,No,North,Yes,1,0.513,Medium
CUST6027,Male,20,13,Month-to-month,Fiber,Electronic Check,1914.02,25205.8,1,No,No,North,No,0,0.748,High
CUST6028,Female,69,56,Month-to-month,DSL,Bank Transfer,785.8,45433.27,0,No,Yes,West,No,0,0.393,Medium
CUST6029,Male,55,35,Month-to-month,DSL,Electronic Check,1672.87,54407.28,2,Yes,Yes,East,Yes,1,0.679,High
CUST6030,Female,51,40,Two year,DSL,Electronic Check,3151.32,124614.28,1,No,No,Central,No,0,0.25,Low
CUST6031,Male,64,28,Month-to-month,DSL,Electronic Check,1485.09,41893.13,2,No,No,South,Yes,1,0.707,High
CUST6032,Male,67,30,Month-to-month,DSL,UPI Autopay,464.9,13405.74,1,No,Yes,Central,No,0,0.531,Medium
CUST6033,Female,26,29,Month-to-month,Fiber,Bank Transfer,806.07,21363.58,2,No,No,North,No,0,0.605,Medium
CUST6034,Male,30,66,One year,Fiber,UPI Autopay,1112.18,67391.98,3,Yes,No,East,Yes,1,0.202,Low
CUST6035,Female,36,37,Month-to-month,DSL,Bank Transfer,1567.68,56936.18,0,No,No,North,Yes,1,0.435,Medium
CUST6036,Female,57,40,Two year,No Internet,Bank Transfer,1785.4,73148.57,1,Yes,Yes,South,No,0,0.184,Low
CUST6037,Female,41,44,One year,No Internet,UPI Autopay,2999.56,135904.46,3,No,No,West,No,0,0.285,Low
CUST6038,Male,47,10,One year,DSL,Bank Transfer,3249.7,30548.6,3,Yes,No,North,No,0,0.383,Medium
CUST6039,Female,39,66,Two year,DSL,Credit Card,1730.54,109193.22,4,Yes,No,North,No,0,0.17,Low
CUST6040,Male,44,40,Two year,No Internet,Credit Card,805.19,32442.58,1,Yes,No,West,No,0,0.195,Low
CUST6041,Female,55,42,Month-to-month,DSL,Bank Transfer,1961.64,83973.32,1,No,Yes,North,No,0,0.466,Medium
CUST6042,Female,61,2,Two year,DSL,Electronic Check,3104.8,6490.36,4,Yes,No,Central,Yes,1,0.583,Medium
CUST6043,Male,48,58,One year,No Internet,Credit Card,2513.02,145288.57,2,Yes,Yes,South,No,0,0.196,Low
CUST6044,Male,20,15,Two year,DSL,Electronic Check,2780.43,43024.84,1,No,Yes,West,No,0,0.32,Low
CUST6045,Male,34,59,Two year,Fiber,UPI Autopay,1237.37,72467.51,2,No,No,East,No,0,0.159,Low
CUST6046,Female,52,57,Two year,DSL,UPI Autopay,1537.61,81242.13,0,No,Yes,North,No,0,0.086,Low
CUST6047,Female,44,43,Month-to-month,Fiber,Credit Card,1880.65,74760.69,3,Yes,No,West,Yes,1,0.692,High
CUST6048,Male,28,40,One year,Fiber,Electronic Check,2597.7,108226.63,1,Yes,No,North,No,0,0.294,Low
CUST6049,Female,50,59,Month-to-month,No Internet,UPI Autopay,378.77,20992.34,0,No,No,South,No,0,0.423,Medium
CUST6050,Male,33,50,Two year,DSL,Bank Transfer,3475.62,177356.4,1,No,No,North,No,0,0.131,Low
CUST6051,Male,42,37,Month-to-month,Fiber,UPI Autopay,1519.98,56891.01,3,Yes,No,Central,No,0,0.71,High
CUST6052,Female,43,60,One year,Fiber,Credit Card,2682.34,145323.61,1,Yes,No,Central,No,0,0.187,Low
CUST6053,Female,24,3,One year,Fiber,Electronic Check,1852.12,5060.92,2,Yes,No,North,No,0,0.457,Medium
CUST6054,Female,51,29,Month-to-month,Fiber,UPI Autopay,1578.43,46356.48,2,No,Yes,Central,No,0,0.66,Medium
CUST6055,Female,58,25,Month-to-month,Fiber,UPI Autopay,655.13,15931.29,0,No,Yes,North,Yes,1,0.514,Medium
CUST6056,Female,42,37,One year,DSL,Credit Card,1033.3,39502.92,3,No,Yes,West,No,0,0.221,Low
CUST6057,Male,19,50,Two year,DSL,Credit Card,2692.59,137401.43,3,No,No,South,No,0,0.185,Low
CUST6058,Male,54,35,Two year,DSL,Electronic Check,2423.78,81961.69,1,No,Yes,West,No,0,0.251,Low
CUST6059,Female,50,7,One year,Fiber,Credit Card,1239.37,8056.19,3,No,No,South,No,0,0.369,Medium
CUST6060,Female,65,62,One year,Fiber,Bank Transfer,898.94,57850.71,3,Yes,No,Central,No,0,0.237,Low
CUST6061,Female,69,1,Month-to-month,Fiber,Bank Transfer,2728.12,2728.97,1,No,No,South,No,0,0.755,High
CUST6062,Male,56,50,Month-to-month,No Internet,Electronic Check,3231.91,156736.39,2,Yes,No,Central,No,0,0.742,High
CUST6063,Male,66,61,Two year,Fiber,Electronic Check,891.27,52264.49,3,Yes,No,West,No,0,0.314,Low
CUST6064,Female,54,16,Month-to-month,Fiber,Credit Card,2955.84,45724.07,0,Yes,No,Central,Yes,1,0.696,High
CUST6065,Female,19,8,Month-to-month,DSL,Bank Transfer,3198.6,24787.95,0,No,No,South,No,0,0.627,Medium
CUST6066,Male,59,13,One year,No Internet,UPI Autopay,3313.64,44329.87,1,Yes,No,East,No,0,0.342,Medium
CUST6067,Male,40,39,Month-to-month,Fiber,UPI Autopay,2560.94,95411.55,1,No,No,East,No,0,0.585,Medium
CUST6068,Male,68,66,Month-to-month,DSL,Electronic Check,1101.17,75542.46,4,Yes,No,Central,Yes,1,0.702,High
CUST6069,Female,37,46,Month-to-month,DSL,Bank Transfer,1170.06,54039.76,4,Yes,Yes,East,No,0,0.603,Medium
CUST6070,Male,49,68,Two year,Fiber,Electronic Check,1255.64,81613.94,2,No,No,North,No,0,0.207,Low
CUST6071,Male,27,12,Month-to-month,Fiber,Bank Transfer,1059.79,11893.35,2,Yes,Yes,North,No,0,0.681,High
CUST6072,Male,55,21,One year,Fiber,Bank Transfer,2898.79,60081.06,4,Yes,No,West,No,0,0.475,Medium
CUST6073,Female,59,38,Two year,Fiber,Electronic Check,3386.08,118257.28,2,No,No,South,Yes,1,0.35,Medium
CUST6074,Male,39,40,Month-to-month,DSL,Bank Transfer,2576.01,100988.71,1,No,No,Central,No,0,0.55,Medium
CUST6075,Female,22,45,Month-to-month,Fiber,Electronic Check,1291.33,53834.09,2,No,Yes,Central,No,0,0.689,High
CUST6076,Male,21,6,Month-to-month,Fiber,Bank Transfer,3408.66,21164.02,1,No,No,Central,No,0,0.767,High
CUST6077,Female,27,57,One year,DSL,Electronic Check,2940.73,163437.93,3,No,No,East,No,0,0.248,Low
CUST6078,Female,20,17,Month-to-month,Fiber,UPI Autopay,1750.64,27546.26,1,Yes,No,Central,No,0,0.683,High
CUST6079,Male,46,53,Two year,DSL,Electronic Check,2990.95,152449.5,1,Yes,No,South,Yes,1,0.209,Low
CUST6080,Male,67,52,Month-to-month,Fiber,Electronic Check,1838.97,99387.87,1,No,Yes,West,No,0,0.65,Medium
CUST6081,Female,50,53,One year,No Internet,Electronic Check,3150.68,158831.18,1,No,No,East,No,0,0.243,Low
CUST6082,Female,34,21,Two year,No Internet,Credit Card,2102.36,46316.54,0,No,No,North,No,0,0.185,Low
CUST6083,Male,47,60,One year,Fiber,Bank Transfer,1810.34,104626.18,6,No,No,North,Yes,1,0.325,Low
CUST6084,Female,45,39,One year,Fiber,UPI Autopay,1811.15,69405.69,3,No,No,West,No,0,0.293,Low
CUST6085,Female,62,21,Two year,DSL,UPI Autopay,2130.76,42472.39,4,No,No,Central,No,0,0.335,Medium
CUST6086,Female,46,25,One year,Fiber,Bank Transfer,2282.95,53989.57,1,No,No,North,Yes,1,0.241,Low
CUST6087,Male,53,54,Month-to-month,DSL,Credit Card,1849.71,102723.89,0,Yes,No,West,Yes,1,0.448,Medium
CUST6088,Male,50,63,Month-to-month,DSL,Electronic Check,380.01,23441.25,3,No,No,Central,No,0,0.64,Medium
CUST6089,Male,36,30,Month-to-month,DSL,Credit Card,2816.38,86244.0,2,No,No,North,Yes,1,0.605,Medium
CUST6090,Female,49,58,One year,No Internet,Electronic Check,3028.97,184240.49,1,Yes,No,Central,No,0,0.258,Low
CUST6091,Male,51,26,Two year,Fiber,UPI Autopay,1164.2,30192.14,1,No,No,West,Yes,1,0.228,Low
CUST6092,Male,40,14,One year,DSL,Credit Card,828.45,11726.72,1,No,No,North,No,0,0.193,Low
CUST6093,Male,57,71,Month-to-month,Fiber,Credit Card,2322.27,160022.5,1,Yes,Yes,South,No,0,0.468,Medium
CUST6094,Female,49,6,One year,DSL,Bank Transfer,3109.38,19011.81,0,No,Yes,West,No,0,0.261,Low
CUST6095,Female,26,71,Month-to-month,DSL,Electronic Check,855.58,59642.49,8,No,No,West,Yes,1,0.801,High
CUST6096,Female,39,41,Month-to-month,Fiber,Bank Transfer,468.72,18418.21,4,No,No,West,Yes,1,0.694,High
CUST6097,Male,21,66,One year,Fiber,Bank Transfer,2947.09,182439.96,0,Yes,No,South,No,0,0.133,Low
CUST6098,Female,42,55,Month-to-month,Fiber,Electronic Check,2885.81,161289.38,3,No,No,North,Yes,1,0.698,High
CUST6099,Male,38,45,Month-to-month,DSL,Electronic Check,3075.33,139294.82,1,No,Yes,Central,No,0,0.627,Medium
CUST6100,Male,36,35,Two year,Fiber,Electronic Check,1989.89,66798.09,0,No,Yes,North,No,0,0.22,Low
CUST6101,Female,53,21,One year,Fiber,Credit Card,1180.08,22803.85,2,No,Yes,Central,No,0,0.287,Low
CUST6102,Male,59,36,Month-to-month,Fiber,Bank Transfer,1918.74,65701.71,3,No,No,South,No,0,0.695,High
CUST6103,Male,29,2,Two year,DSL,Credit Card,412.43,832.61,3,Yes,No,North,No,0,0.269,Low
CUST6104,Male,61,36,One year,Fiber,Bank Transfer,1539.17,50102.96,4,Yes,No,South,Yes,1,0.358,Medium
CUST6105,Male,25,11,Month-to-month,Fiber,Electronic Check,2071.03,23506.05,4,Yes,No,Central,Yes,1,0.881,High
CUST6106,Female,22,43,Month-to-month,Fiber,Bank Transfer,1184.93,48648.3,0,No,Yes,North,No,0,0.451,Medium
CUST6107,Female,44,24,Month-to-month,Fiber,Electronic Check,1792.72,44355.48,1,Yes,Yes,West,Yes,1,0.745,High
CUST6108,Female,67,65,One year,DSL,Credit Card,1457.48,89828.35,3,No,Yes,North,No,0,0.148,Low
CUST6109,Female,52,19,Two year,Fiber,Electronic Check,2613.05,47572.46,2,Yes,No,South,No,0,0.425,Medium
CUST6110,Female,21,56,Two year,DSL,Electronic Check,1662.87,96011.92,2,Yes,No,West,No,0,0.218,Low
CUST6111,Male,26,37,One year,No Internet,Electronic Check,957.98,33491.66,4,No,No,South,No,0,0.402,Medium
CUST6112,Female,53,44,One year,DSL,UPI Autopay,3071.4,129793.28,1,No,No,East,No,0,0.162,Low
CUST6113,Male,29,9,One year,Fiber,Electronic Check,425.11,3773.43,5,No,Yes,East,Yes,1,0.506,Medium
CUST6114,Male,61,45,One year,DSL,Bank Transfer,3131.95,131314.03,2,No,No,East,No,0,0.199,Low
CUST6115,Female,49,66,Month-to-month,Fiber,Electronic Check,434.9,27624.22,0,Yes,No,South,Yes,1,0.538,Medium
CUST6116,Female,42,27,One year,Fiber,Credit Card,813.45,20988.74,0,Yes,No,East,No,0,0.186,Low
CUST6117,Female,40,49,Month-to-month,Fiber,Bank Transfer,1811.77,88699.73,1,No,No,Central,Yes,1,0.552,Medium
CUST6118,Female,60,29,One year,Fiber,UPI Autopay,1100.17,32072.37,4,Yes,No,West,Yes,1,0.377,Medium
CUST6119,Female,46,38,Month-to-month,Fiber,Credit Card,2329.37,92363.72,5,No,Yes,South,Yes,1,0.749,High
CUST6120,Male,26,33,Month-to-month,No Internet,UPI Autopay,1942.15,61873.72,2,Yes,No,East,No,0,0.647,Medium
CUST6121,Female,56,43,One year,Fiber,UPI Autopay,885.0,37097.53,1,Yes,No,East,No,0,0.188,Low
CUST6122,Female,37,12,One year,DSL,UPI Autopay,1235.42,14325.59,2,No,No,Central,No,0,0.266,Low
CUST6123,Male,66,33,Two year,DSL,Credit Card,1671.48,52728.26,3,Yes,No,West,No,0,0.265,Low
CUST6124,Male,66,53,Two year,DSL,Credit Card,1027.67,49429.06,5,Yes,No,North,No,0,0.245,Low
CUST6125,Male,50,6,Two year,Fiber,Electronic Check,2363.36,14391.63,5,Yes,No,North,No,0,0.609,Medium
CUST6126,Male,55,21,Two year,Fiber,UPI Autopay,2866.21,59760.91,2,No,No,South,No,0,0.313,Low
CUST6127,Male,41,28,Month-to-month,DSL,Electronic Check,1104.64,29604.6,2,No,Yes,North,Yes,1,0.659,Medium
CUST6128,Female,56,11,Month-to-month,No Internet,Bank Transfer,2329.33,24627.48,2,No,No,East,No,0,0.725,High
CUST6129,Female,19,5,Month-to-month,No Internet,Electronic Check,449.72,2232.86,2,No,Yes,South,Yes,1,0.751,High
CUST6130,Female,25,20,One year,DSL,Electronic Check,2074.81,39340.45,2,No,Yes,East,No,0,0.312,Low
CUST6131,Female,37,25,One year,Fiber,Electronic Check,620.39,14273.41,2,Yes,No,South,No,0,0.358,Medium
CUST6132,Male,55,30,One year,Fiber,UPI Autopay,3161.47,92204.22,2,No,No,East,No,0,0.298,Low
CUST6133,Male,46,57,Month-to-month,DSL,Bank Transfer,337.02,18353.41,0,No,No,South,Yes,1,0.379,Medium
CUST6134,Male,44,71,Month-to-month,Fiber,UPI Autopay,407.0,28057.05,0,No,No,West,No,0,0.42,Medium
CUST6135,Female,60,10,Month-to-month,Fiber,Electronic Check,2135.18,20247.73,4,No,No,Central,Yes,1,0.879,High
CUST6136,Female,38,13,Month-to-month,No Internet,Bank Transfer,1526.86,19093.07,1,No,No,North,Yes,1,0.634,Medium
CUST6137,Male,63,17,One year,DSL,Credit Card,2804.18,49610.35,4,No,Yes,Central,No,0,0.394,Medium
CUST6138,Male,30,63,Two year,Fiber,Bank Transfer,3155.87,204357.05,6,No,Yes,North,Yes,1,0.276,Low
CUST6139,Male,67,6,Two year,Fiber,UPI Autopay,2277.32,13071.32,1,No,No,South,Yes,1,0.313,Low
CUST6140,Female,23,5,Two year,Fiber,Credit Card,3386.01,15945.55,1,No,No,South,No,0,0.335,Medium
CUST6141,Male,69,42,One year,Fiber,Credit Card,2976.22,127687.03,0,No,Yes,West,No,0,0.195,Low
CUST6142,Male,65,54,Month-to-month,DSL,UPI Autopay,3356.68,171984.6,4,No,No,East,Yes,1,0.624,Medium
CUST6143,Female,36,26,One year,DSL,Bank Transfer,3156.14,82356.53,3,Yes,No,South,No,0,0.312,Low
CUST6144,Female,57,41,Month-to-month,Fiber,Credit Card,665.47,28526.67,2,Yes,No,North,No,0,0.594,Medium
CUST6145,Female,22,58,One year,Fiber,UPI Autopay,3035.61,176747.75,3,Yes,Yes,South,No,0,0.223,Low
CUST6146,Female,45,8,Month-to-month,Fiber,Bank Transfer,2620.75,18952.33,2,Yes,No,Central,Yes,1,0.787,High
CUST6147,Male,36,55,Month-to-month,Fiber,UPI Autopay,307.05,15936.44,1,Yes,Yes,East,No,0,0.486,Medium
CUST6148,Female,61,61,Month-to-month,DSL,Credit Card,1306.28,78081.36,2,Yes,No,Central,No,0,0.513,Medium
CUST6149,Male,47,8,Month-to-month,Fiber,Electronic Check,726.88,5939.11,1,Yes,No,West,Yes,1,0.778,High
CUST6150,Female,58,26,One year,DSL,UPI Autopay,1127.1,27979.98,1,Yes,No,West,No,0,0.21,Low
CUST6151,Female,65,7,One year,DSL,UPI Autopay,830.37,5718.5,1,Yes,Yes,North,No,0,0.212,Low
CUST6152,Female,39,54,One year,Fiber,UPI Autopay,2670.23,139057.73,3,No,No,South,Yes,1,0.238,Low
CUST6153,Male,51,28,Two year,No Internet,Electronic Check,2935.32,85208.85,2,Yes,Yes,Central,Yes,1,0.401,Medium
CUST6154,Male,58,60,One year,No Internet,UPI Autopay,1548.75,89295.08,1,Yes,No,West,No,0,0.18,Low
CUST6155,Female,54,29,Two year,Fiber,Bank Transfer,2908.3,76023.12,1,No,No,West,No,0,0.256,Low
CUST6156,Female,56,20,One year,Fiber,Bank Transfer,3237.15,61847.41,0,No,Yes,North,No,0,0.237,Low
CUST6157,Female,41,25,One year,DSL,Credit Card,1323.64,31350.43,2,No,No,South,No,0,0.219,Low
CUST6158,Male,24,38,Month-to-month,Fiber,Credit Card,834.51,28853.97,1,Yes,Yes,East,Yes,1,0.547,Medium
CUST6159,Female,40,16,Two year,Fiber,UPI Autopay,1243.7,18517.3,1,No,No,South,No,0,0.231,Low
CUST6160,Female,54,24,Two year,Fiber,UPI Autopay,2486.7,59367.32,1,No,No,West,No,0,0.259,Low
CUST6161,Female,26,31,Month-to-month,Fiber,Credit Card,2191.11,66940.76,0,Yes,No,East,Yes,1,0.564,Medium
CUST6162,Female,66,12,Month-to-month,Fiber,Credit Card,1615.88,18386.18,2,No,No,South,Yes,1,0.719,High
CUST6163,Male,42,71,One year,No Internet,Bank Transfer,3080.54,212997.97,2,Yes,No,East,No,0,0.164,Low
CUST6164,Male,51,59,Two year,Fiber,Bank Transfer,1091.8,61097.45,3,No,No,North,No,0,0.19,Low
CUST6165,Male,64,15,Two year,DSL,UPI Autopay,944.64,13641.79,3,No,No,East,No,0,0.255,Low
CUST6166,Female,30,60,Month-to-month,No Internet,Credit Card,2837.65,173017.49,4,Yes,No,East,Yes,1,0.634,Medium
CUST6167,Female,27,30,Month-to-month,Fiber,Credit Card,1519.41,44925.47,3,No,Yes,South,No,0,0.672,High
CUST6168,Female,29,64,Two year,DSL,Bank Transfer,3387.96,213549.75,3,No,No,West,No,0,0.162,Low
CUST6169,Male,57,9,One year,No Internet,UPI Autopay,2936.59,25220.2,0,No,No,East,No,0,0.286,Low
CUST6170,Male,56,39,Month-to-month,Fiber,Electronic Check,3446.24,121731.71,2,No,Yes,Central,Yes,1,0.77,High
CUST6171,Male,31,26,Month-to-month,Fiber,Electronic Check,427.57,10087.5,1,Yes,Yes,North,No,0,0.675,High
CUST6172,Female,46,38,Two year,DSL,Bank Transfer,2130.12,84412.68,3,Yes,No,Central,No,0,0.243,Low
CUST6173,Male,18,53,Month-to-month,No Internet,UPI Autopay,2382.99,114068.59,2,No,No,West,No,0,0.591,Medium
CUST6174,Female,46,9,Month-to-month,Fiber,Credit Card,3162.66,27995.88,2,No,Yes,East,Yes,1,0.75,High
CUST6175,Male,32,38,One year,Fiber,Electronic Check,1072.15,38919.7,4,No,No,East,No,0,0.398,Medium
CUST6176,Female,27,66,Month-to-month,Fiber,Credit Card,1609.43,96832.85,0,No,No,North,Yes,1,0.392,Medium
CUST6177,Male,57,59,Two year,Fiber,UPI Autopay,3288.48,182469.17,0,No,No,South,No,0,0.135,Low
CUST6178,Female,37,50,One year,Fiber,UPI Autopay,424.78,21564.4,2,Yes,No,West,No,0,0.216,Low
CUST6179,Female,31,26,One year,DSL,UPI Autopay,1333.82,33050.99,1,Yes,No,East,No,0,0.185,Low
CUST6180,Male,32,6,Month-to-month,DSL,Electronic Check,2903.27,17377.18,3,Yes,No,Central,Yes,1,0.856,High
CUST6181,Female,25,56,One year,Fiber,Electronic Check,1517.51,85157.16,0,No,No,Central,No,0,0.204,Low
CUST6182,Female,61,7,One year,Fiber,Electronic Check,1891.99,13503.48,0,No,No,South,No,0,0.362,Medium
CUST6183,Male,54,49,Month-to-month,DSL,Bank Transfer,2335.68,118106.28,4,No,No,North,No,0,0.615,Medium
CUST6184,Female,45,46,Month-to-month,No Internet,Electronic Check,763.97,36185.61,3,Yes,Yes,East,No,0,0.706,High
CUST6185,Female,34,11,Month-to-month,DSL,UPI Autopay,2095.83,22080.15,4,Yes,No,Central,Yes,1,0.782,High
CUST6186,Female,61,55,Month-to-month,Fiber,Bank Transfer,3084.85,176548.14,1,No,Yes,West,No,0,0.533,Medium
CUST6187,Male,44,19,Month-to-month,Fiber,UPI Autopay,2515.94,46661.17,3,No,No,West,Yes,1,0.775,High
CUST6188,Female,32,57,One year,Fiber,Electronic Check,3362.77,185186.73,3,No,Yes,South,No,0,0.308,Low
CUST6189,Male,18,67,Month-to-month,DSL,Bank Transfer,2446.87,166400.62,2,Yes,No,Central,No,0,0.484,Medium
CUST6190,Male,36,17,Month-to-month,DSL,Bank Transfer,2753.65,44564.63,3,Yes,No,East,No,0,0.726,High
CUST6191,Female,42,67,Two year,No Internet,Bank Transfer,2158.69,140908.61,0,No,Yes,East,No,0,0.094,Low
CUST6192,Male,24,41,Month-to-month,DSL,Electronic Check,3241.36,123113.81,2,Yes,No,West,No,0,0.72,High
CUST6193,Male,46,12,Month-to-month,DSL,Electronic Check,2654.78,30549.3,1,Yes,No,West,Yes,1,0.777,High
CUST6194,Female,50,21,Two year,Fiber,UPI Autopay,1851.79,38817.14,1,No,Yes,South,No,0,0.225,Low
CUST6195,Male,32,69,Month-to-month,No Internet,Electronic Check,2693.53,182243.0,4,No,No,South,No,0,0.702,High
CUST6196,Female,69,17,One year,Fiber,Electronic Check,1172.4,18250.48,2,No,No,South,Yes,1,0.398,Medium
CUST6197,Male,23,63,Two year,Fiber,UPI Autopay,1948.22,113780.94,2,Yes,Yes,South,No,0,0.165,Low
CUST6198,Female,54,25,Two year,Fiber,Credit Card,3327.22,76366.83,0,Yes,Yes,West,No,0,0.245,Low
CUST6199,Male,62,18,Month-to-month,Fiber,Bank Transfer,2743.89,50767.89,3,No,No,North,Yes,1,0.761,High
CUST6200,Female,58,33,Month-to-month,Fiber,Electronic Check,3440.18,117807.85,1,No,Yes,West,No,0,0.739,High
CUST6201,Female,59,1,Month-to-month,Fiber,Electronic Check,2232.38,2235.63,4,Yes,No,West,Yes,1,0.902,High
CUST6202,Male,68,9,Month-to-month,Fiber,Credit Card,733.1,5949.63,2,Yes,Yes,West,Yes,1,0.728,High
CUST6203,Female,38,51,One year,Fiber,Bank Transfer,3190.94,148055.69,0,No,Yes,Central,No,0,0.165,Low
CUST6204,Male,22,10,Month-to-month,DSL,Bank Transfer,1198.12,11566.22,3,No,Yes,Central,No,0,0.695,High
CUST6205,Female,67,55,Month-to-month,DSL,Credit Card,1314.46,70935.34,3,No,No,Central,No,0,0.568,Medium
CUST6206,Male,45,71,Month-to-month,Fiber,UPI Autopay,1634.41,107020.6,2,No,No,West,Yes,1,0.529,Medium
CUST6207,Female,30,53,Two year,DSL,Bank Transfer,2812.94,138283.35,4,No,No,East,Yes,1,0.202,Low
CUST6208,Female,47,64,Month-to-month,Fiber,Credit Card,1216.16,75532.33,2,Yes,Yes,Central,No,0,0.547,Medium
CUST6209,Male,50,56,Month-to-month,Fiber,Electronic Check,392.25,20807.17,2,No,No,North,No,0,0.637,Medium
